"category","sub-category","sub-sub-category","serial number","Price ($)","diameter (in.)","max cfm","fan type","drive type","description","url"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA42T10200",3129,42,35910,"Axial","Belt","Tube Axial  Duct Fan 42 in Blade, 1 phase (from 20,690 to 35,910 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-EF-HL-T.html"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA48T30300M",4469,48,43870,"Axial","Belt","Tube Axial  Duct Fan 48 in Blade, 3 phase (from 25,790 to 43,870 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-EF-HL-T.html"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA48T10300",4799,48,38300,"Axial","Belt","Tube Axial  Duct Fan 48 in Blade, 1 phase (from 25,790 to 38,300 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-EF-HL-T.html"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA54T30500M",6969,54,57010,"Axial","Belt","Tube Axial  Duct Fan 54 in Blade, 3 phase (from 39,490 to 57,010 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-EF-HL-T.html"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA54T10500",7439,54,50330,"Axial","Belt","Tube Axial  Duct Fan 54 in Blade, 1 phase (from 39,490  to 50,330 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-EF-HL-T.html"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA60T30750M",7799,60,75110,"Axial","Belt","Tube Axial  Duct Fan 60 in Blade, 3 phase (from 54,300 to 75,110 CFM) - Belt Drive","http://www.industrialfansdirect.com/IND-FA-EF-HL-T.html"
"Exhaust","EXPLOSION PROOF","SPRAY BOOTH EXHAUST","LFI-BTA60T10750",8589,60,59420,"Axial","Belt","Tube Axial  Duct Fan 60 in Blade, 1 phase (from 54,300  to 59,420 CFM) - Belt Drive","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-T"
"Exhaust","EXPLOSION PROOF","COMP ROOF EXHAUST","SP-ARE120A-EXP",789,12,2000,"Axial","Direct","Dome Exhaust Roof Ventilator 12 in Blade Size - 1/4 HP (2,000 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-ARE.html"
"Exhaust","EXPLOSION PROOF","COMP ROOF EXHAUST","SP-ARE160A-EXP",919,16,3060,"Axial","Direct","Dome Exhaust Roof Ventilator 16 in Blade Size - 1/3 HP (3,060 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-ARE.html"
"Exhaust","EXPLOSION PROOF","PORTABLE UTILITY","LFI-U16-4",1769,16,3151,"Axial","Direct","U Series Portable Smoke Ejector 16 in Blade  (3,151 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-U.html"
"Exhaust","EXPLOSION PROOF","PORTABLE UTILITY","LFI-U16-4HD",2299,16,3740,"Axial","Direct","U Series Portable Smoke Ejector 16 in Blade  (3,740 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-U.html"
"Exhaust","EXPLOSION PROOF","PORTABLE UTILITY","LFI-U18-4",1979,18,3700,"Axial","Direct","U Series Portable Smoke Ejector 18 in Blade  (3,700 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-U.html"
"Exhaust","EXPLOSION PROOF","PORTABLE UTILITY","LFI-U18-4HD",2849,18,5170,"Axial","Direct","U Series Portable Smoke Ejector 18 in Blade  (5,170 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-U.html"
"Exhaust","EXPLOSION PROOF","PORTABLE UTILITY","LFI-U20-4HD",3089,20,6850,"Axial","Direct","U Series Portable Smoke Ejector 20 in Blade  (6,850 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-U.html"
"Exhaust","EXPLOSION PROOF","PORTABLE UTILITY","LFI-U24-4HD",3709,24,9280,"Axial","Direct","U Series Portable Smoke Ejector 24 in Blade  (9,280 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-EF-HL-U.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA18T30050M",3489,18,3930,"Axial","Belt","Roof Exhauster (belt drive) 18 in blade  1/2 HP (3,930 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA18T30075M",3419,18,4530,"Axial","Belt","Roof Exhauster (belt drive) 18 in blade - 3/4 HP (4,530 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA18T30100M",3559,18,4890,"Axial","Belt","Roof Exhauster (belt drive) 18 in blade - 1 HP (4,890 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA18T30150M",36719,18,5790,"Axial","Belt","Roof Exhauster (belt drive) 18 in blade - 1.5 HP (5,790 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA18T30200M",3949,18,6490,"Axial","Belt","Roof Exhauster (belt drive) 18 in blade - 2 HP (6,490 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA24T30075M",4039,24,6325,"Axial","Belt","Roof Exhauster (belt drive)  24 in blade - 3/4 HP (6,325 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA24T30100M",4079,24,7020,"Axial","Belt","Roof Exhauster (belt drive)  24 in blade - 1 HP (7,020 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA24T30150M",4189,24,8090,"Axial","Belt","Roof Exhauster (belt drive)  24 in blade - 1.5 HP (8,090 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA24T30200M",4499,24,8960,"Axial","Belt","Roof Exhauster (belt drive) 24 in blade - 2 HP (8,960 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA24T30300M",4659,24,10670,"Axial","Belt","Roof Exhauster (belt drive) 24 in blade - 3 HP (10,670 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA30T30100M",4359,30,10050,"Axial","Belt","Roof Exhauster (belt drive) 30 in blade - 1 HP (10,050 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA30T30150M",4499,30,11650,"Axial","Belt","Roof Exhauster (belt drive) 30 in blade - 1.5 HP (11,650 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA30T30200M",4689,30,13170,"Axial","Belt","Roof Exhauster (belt drive) 30 in blade 2 HP (13,170 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA30T30300M",4799,30,14910,"Axial","Belt","Roof Exhauster (belt drive) 30 in blade - 3.0 HP (14,910 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA30T30500M",4929,30,17850,"Axial","Belt","Roof Exhauster (belt drive)  30 in blade  5 HP (17,850 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA36T30200M",5379,36,16650,"Axial","Belt","Roof Exhauster (belt drive)  36 in blade - 2.0 HP (16,650 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA36T30300M",5499,36,19220,"Axial","Belt","Roof Exhauster (belt drive) 36 in blade  3 HP (19,220 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA36T30500M",5619,36,23610,"Axial","Belt","Roof Exhauster (belt drive) 36 in blade - 5.0 HP (23,610 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA36T30750M",5849,36,27110,"Axial","Belt","Roof Exhauster (belt drive) 36 in blade 7.5 HP(27,110 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA42T30200M",5509,42,19920,"Axial","Belt","Roof Exhauster (belt drive)  42 in blade - 2 HP (19,920 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA42T30300M",5629,42,22840,"Axial","Belt","Roof  Exhauster (belt drive) 42 in blade - 3 HP (22,840 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/IND-FA-EF-HL-IR.html"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA42T30500M",5739,42,25980,"Axial","Belt","Roof Exhauster (belt drive) 42 in blade - 5 HP (25,980 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA42T30750M",5949,42,31520,"Axial","Belt","Roof Exhauster (belt drive)  42 in blade 7.5 HP (31,520 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA42T31000M",6219,42,35170,"Axial","Belt","Roof Exhauster (belt drive) 42 in blade - 10 HP (35,170 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA48T30300M",6289,48,24330,"Axial","Belt","Roof Exhauster (belt drive) 48 in blade - 3 HP (24,330 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA48T30500M",6389,48,29440,"Axial","Belt","Roof Exhauster (belt drive)  48 in blade - 5 HP (29,440 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA48T30750M",6569,48,33850,"Axial","Belt","Roof Exhauster (belt drive)  48 in blade 7.5 HP(33,850 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA48T31000M",6769,48,37270,"Axial","Belt","Roof Exhuaster (belt drive) 48 in blade - 10 HP (37,270 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA48T31500M",7649,48,42900,"Axial","Belt","Roof Exhauster (belt drive) 48 in blade - 15 HP (42,900 CFM) Max temp 200 deg F, 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA54T30500M",8849,54,37130,"Axial","Belt","Roof Exhauster (belt drive) 54 in blade - 5 HP (37,130 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA54T30750M",9029,54,42890,"Axial","Belt","Roof Exhauster (belt drive) 54 in blade - 7.5 HP (42,890 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA54T31000M",9219,54,48450,"Axial","Belt","Roof Exhauster (belt drive) 54 in blade - 10 HP (48,450 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA54T31500M",10109,54,55520,"Axial","Belt","Roof Exhauster (belt drive) 54 in blade - 15 HP (55,520 CFM) Max temp 200 deg F, 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA60T30750M",10059,60,51240,"Axial","Belt","Roof Exhauster (belt drive) 60 in blade - 7.5 HP (51,240 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA60T31000M",10219,60,56770,"Axial","Belt","Roof Exhauster (belt drive) 60 in blade - 10 HP (56,770 CFM) Max temp 200 deg F","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA60T31500M",11099,60,66320,"Axial","Belt","Roof Exhauster (belt drive) 60 in blade - 15 HP (66,320 CFM) Max temp 200 deg F, 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","EXPLOSION PROOF","IND ROOF EXHAUST","LFI-RTA60T32000M",11489,60,73090,"Axial","Belt","Roof Exhauster (belt drive) 60 in blade - 20 HP (73,090 CFM) Max temp 200 deg F, 3 Phase","http://www.industrialfansdirect.com/Merchant2/merchant.mvc?Screen=CTGY&Store_Code=FANS&Offset=21&SortBy=&Category_Code=IND-FA-EF-HL-IR"
"Exhaust","PORTABLE UTILITY","na","LFI-U12-1",769,12,1620,"Axial","Direct","U Series Portable Smoke Ejector 12 in Blade (1,620 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-SE.html"
"Exhaust","PORTABLE UTILITY","na","LFI-U16-1",889,16,3151,"Axial","Direct","U Series Portable Smoke Ejector 16 in Blade (3,151 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-SE.html"
"Exhaust","PORTABLE UTILITY","na","LFI-U16-1HD",1379,16,3740,"Axial","Direct","U Series Portable Smoke Ejector 16 in Blade (3,740 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-SE.html"
"Exhaust","PORTABLE UTILITY","na","LFI-U18-1",869,18,3700,"Axial","Direct","U Series Portable Smoke Ejector 18 in Blade (3,700 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-SE.html"
"Exhaust","PORTABLE UTILITY","na","LFI-U18-1HD",1759,18,5170,"Axial","Direct","U Series Portable Smoke Ejector 18 in Blade (5,170 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-SE.html"
"Exhaust","PORTABLE UTILITY","na","LFI-U20-1HD",1989,20,6850,"Axial","Direct","U Series Portable Smoke Ejector 20 in Blade (6,850 CFM)","http://www.industrialfansdirect.com/IND-FA-PF-SE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD10RHULMH1AS-KIT",959,10,1527,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 10 in Wheel Size - 1/4 HP (1,527 CFM) 115V-up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD10RHULMH1CS-KIT",969,10,1527,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 10 in Wheel Size - 1/4 HP (1,527 CFM) 208-230V- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD12RHULMMIAS-KIT",999,12,1616,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 12 in Wheel Size - 1/4 HP (1,616 CFM) 115V -- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD12RHULMMICS-KIT",1019,12,1616,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 12 in Wheel Size - 1/4 HP (1,616 CFM) 208-230V- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD12RHULQH1AS-KIT",1039,12,2453,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 12 in Wheel Size - 1/2 HP (2,453 CFM) 115V- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD14RHULMM1AS-KIT",1039,14,2060,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 14 in Wheel Size - 1/4 HP (2,060 CFM) 115 or 230V- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD15RHULQM1AS-KIT",1069,15,2786,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 15 in Wheel Size - 1/2 HP (2,786 CFM) 115 or 230V- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Exhaust","WALL - CENTRIFUGAL","na","SP-TXD12RHULQH1CS-KIT",1049,12,2453,"Centrifugal","Direct","Upblast Centrifugal Wall Exhauster 12 in Wheel Size - 1/2 HP (2,453 CFM) 208-230V- up to 300 deg.","http://www.industrialfansdirect.com/IND-FA-EF-CE.html"
"Explosion Proof","Dome WALL EXHAUST","na","SP-CWD090A-BRDSCREEN-EXP",1039,9,1221,"Centrifugal","Direct","Centrifugal Sidewall Exhauster 9 in Wheel - 1/4 HP ( 1221 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CW.html"
"Explosion Proof","Dome WALL EXHAUST","na","SP-CWD100A-BRDSCREEN-EXP",1099,10,1453,"Centrifugal","Direct","Centrifugal Sidewall Exhauster 10 in Wheel - 1/3 HP ( 1,453 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CW.html"
"Explosion Proof","Panel Wall Exhaust","na","LFI-P12-4",729,12,1640,"Axial","Direct","Panel Exhaust Fan: 12 in Blade (1,640 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-P.html"
"Explosion Proof","Panel Wall Exhaust","na","LFI-P14-4",739,14,2190,"Axial","Direct","Panel  Exhaust Fan: 14 in Blade (2,190 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-P.html"
"Explosion Proof","Panel Wall Exhaust","na","LFI-P16-4",739,16,2580,"Axial","Direct","Panel Exhaust Fan: 16 in Blade (2,580 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-P.html"
"Explosion Proof","Panel Wall Exhaust","na","LFI-P18-4",839,18,3200,"Axial","Direct","Panel Exhaust Fan: 18 in Blade (3,200 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-P.html"
"Explosion Proof","Panel Wall Exhaust","na","LFI-P20-4",869,20,3640,"Axial","Direct","Panel Exhaust Fan: 20 in Blade (3,640 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-P.html"
"Explosion Proof","Shutter Wall Exhaust","na","LFI-AX12-4",839,12,1670,"Axial","Direct","Industrial Shutter Mounted Exhaust Fan: 12 in Blade (1,670 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CD.html"
"Explosion Proof","Shutter Wall Exhaust","na","LFI-AX14-4",859,14,2190,"Axial","Direct","Industrial Shutter Mounted Exhaust Fan: 14 in Blade (2,190 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CD.html"
"Explosion Proof","Shutter Wall Exhaust","na","LFI-AX16-4",869,16,2580,"Axial","Direct","Industrial Shutter Mounted Exhaust Fan: 16 in Blade (2,580 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CD.html"
"Explosion Proof","Shutter Wall Exhaust","na","LFI-AX18-4",1019,18,3200,"Axial","Direct","Industrial Shutter Mounted Exhaust Fan: 18 in Blade (3,200 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CD.html"
"Explosion Proof","Shutter Wall Exhaust","na","LFI-AX20-4",1049,20,3640,"Axial","Direct","Industrial Shutter Mounted Exhaust Fan: 20 in Blade (3,640 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CD.html"
"Explosion Proof","Shutter Wall Exhaust","na","LFI-AX24-4",1109,24,5520,"Axial","Direct","Industrial Shutter Mounted Exhaust Fan: 24 in Blade (5,520 CFM) 1 Phase Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-CD.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI2412-HL",1289,24,4100,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 24 in Blade (4,100 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI3013-HL",1349,30,9000,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 30 in Blade (9,000 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI3014-HL",1559,30,10000,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 30 in Blade  (10,000 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI3613-HL",1379,36,10400,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 36 in Blade  (10,400 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI3614-HL",1609,36,11100,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 36 in Blade  (11,100 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI3615-HL",1889,36,12100,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 36 in  Blade (12,100 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4213-HL",1439,42,13000,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 42 in Blade  (13,000 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4214-HL",1669,42,14600,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 42 in  Blade (14,600 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4215-HL",1929,42,15900,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 42 in Blade  (15,900 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4216-HL-460",2359,42,17100,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 42 in. Blade (17,100 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4814-HL",1739,48,18900,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 48 in. Blade  (18,900 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4815-HL",1999,48,20500,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 48 in. Blade r (20,500 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4816-HL-460",2199,48,20800,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 48 in. Blade  (20,800 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4817-HL-460",2989,48,21100,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 48 in. Blade  (21,100 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI4818-HL-460",3489,48,23700,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 48 in. Blade  (23,700 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
"Explosion Proof","Cabinet Wall Exhaust","na","TE-VI5417-HL-460",4209,54,25500,"Axial","Belt","Industrial Cabinet Exhaust Fan Belt Drive: 54 in. Blade  (25,500 CFM) Hazardous Location","http://www.industrialfansdirect.com/IND-FA-HL-IE.html"
